order_id,customer_id,order_date,status,region_code
101,499,2025-08-24 01:49:47,DELIVERED,SOUTH
102,502,2025-08-24 11:16:46,CANCELLED,CENTRAL
103,368,2026-05-12 19:58:06,SHIPPED,WEST
104,518,2026-05-31 21:08:59,DELIVERED,WEST
105,85,2025-12-02 09:14:22,SHIPPED,NORTH
106,551,2026-05-31 14:46:22,DELIVERED,WEST
107,116,2025-07-26 18:16:00,DELIVERED,EAST
108,43,2026-04-20 15:12:35,SHIPPED,WEST
109,254,2026-02-11 08:48:01,DELIVERED,EAST
110,90,2026-08-05 17:20:26,DELIVERED,SOUTH
111,360,2025-08-19 19:22:41,DELIVERED,CENTRAL
112,212,2026-06-03 13:34:26,DELIVERED,CENTRAL
113,552,2026-05-03 10:23:23,SHIPPED,CENTRAL
114,527,2025-11-05 00:54:25,PLACED,WEST
115,284,2026-08-09 11:51:22,CANCELLED,SOUTH
116,330,2026-01-04 03:46:02,DELIVERED,WEST
117,276,2025-11-25 03:41:51,PLACED,NORTH
118,285,2026-05-29 06:56:36,DELIVERED,WEST
119,3,2025-12-30 22:34:11,PLACED,WEST
120,367,2026-08-07 09:01:54,DELIVERED,WEST
121,507,2026-05-13 00:53:26,SHIPPED,CENTRAL
122,497,2025-10-12 00:12:15,DELIVERED,NORTH
123,471,2026-05-26 21:45:05,SHIPPED,WEST
124,,2026-02-27 19:20:56,DELIVERED,SOUTH
125,310,2025-11-25 23:11:27,SHIPPED,EAST
126,381,2026-04-17 09:08:02,PLACED,EAST
127,240,2026-03-17 12:59:27,PLACED,SOUTH
128,136,2025-09-13 22:40:40,DELIVERED,NORTH
129,124,2025-09-03 08:49:27,PLACED,NORTH
130,92,2025-09-30 00:22:30,SHIPPED,EAST
131,137,2025-09-30 03:26:28,PLACED,CENTRAL
132,,2025-08-02 18:42:26,DELIVERED,SOUTH
133,454,2025-11-26 00:56:36,PLACED,NORTH
134,394,2025-10-29 11:07:43,DELIVERED,SOUTH
135,87,2026-02-08 08:48:48,DELIVERED,EAST
136,28,2025-11-15 07:08:56,SHIPPED,CENTRAL
137,194,2026-04-14 17:32:31,PLACED,SOUTH
138,116,2025-11-01 17:24:47,PLACED,NORTH
139,325,2025-10-24 00:42:12,DELIVERED,EAST
140,177,2026-06-14 14:48:42,DELIVERED,NORTH
141,15,04-08-2026,PLACED,WEST
142,514,2026-04-04 22:35:48,DELIVERED,CENTRAL
143,157,2025-08-16 23:07:32,DELIVERED,SOUTH
144,160,2026-07-26 01:02:50,DELIVERED,NORTH
145,448,2026-05-17 00:21:53,PLACED,NORTH
146,119,2026-07-08 15:24:37,SHIPPED,SOUTH
147,141,2026-08-06 19:03:58,RETURNED,CENTRAL
148,266,2026-06-18 04:31:23,DELIVERED,EAST
149,121,29-08-2025,CANCELLED,EAST
150,270,2026-06-17 19:19:41,PLACED,WEST
151,57,2025-10-17 01:02:11,DELIVERED,EAST
152,588,2026-04-17 15:13:00,DELIVERED,NORTH
153,,2026-06-02 22:29:37,DELIVERED,WEST
154,184,2026-05-07 10:30:57,DELIVERED,WEST
155,255,2026-04-03 17:30:32,SHIPPED,NORTH
156,123,2026-01-19 20:48:43,SHIPPED,CENTRAL
157,411,2026-02-23 15:42:30,SHIPPED,EAST
158,567,2025-10-24 13:44:41,SHIPPED,EAST
159,249,2025-12-21 02:45:59,DELIVERED,SOUTH
160,560,2026-01-05 01:12:40,PLACED,WEST
161,,2026-03-17 21:07:34,DELIVERED,NORTH
162,2,2026-06-23 08:38:31,DELIVERED,EAST
163,543,2025-08-16 02:54:21,RETURNED,SOUTH
164,96,2026-01-30 05:02:52,CANCELLED,WEST
165,382,2025-10-28 07:59:27,DELIVERED,CENTRAL
166,404,2026-07-15 14:08:35,DELIVERED,SOUTH
167,268,2025-12-03 06:12:32,DELIVERED,EAST
168,279,2026-07-21 02:14:21,PLACED,CENTRAL
169,109,2025-11-16 17:39:19,DELIVERED,CENTRAL
170,213,2025-07-11 06:48:42,CANCELLED,NORTH
171,312,2026-05-12 10:41:19,PLACED,EAST
172,255,2026-04-26 01:39:09,PLACED,EAST
173,179,2026-04-25 08:38:38,DELIVERED,CENTRAL
174,474,2026-01-07 14:29:59,PLACED,NORTH
175,228,2026-03-29 22:45:19,DELIVERED,NORTH
176,266,28-11-2025,RETURNED,SOUTH
177,455,2025-08-04 08:24:49,CANCELLED,EAST
178,473,2026-02-06 15:35:01,DELIVERED,WEST
179,392,2025-10-04 10:46:20,SHIPPED,SOUTH
180,457,27-12-2025,DELIVERED,SOUTH
181,511,2025-10-02 02:01:49,PLACED,EAST
182,430,2025-10-24 12:02:00,DELIVERED,CENTRAL
183,392,2026-06-02 21:10:55,DELIVERED,WEST
184,580,2025-11-20 20:59:14,SHIPPED,EAST
185,31,2026-02-23 20:31:51,PLACED,WEST
186,599,2026-02-19 04:37:01,PLACED,SOUTH
187,58,2026-01-18 05:42:04,DELIVERED,WEST
188,178,2025-11-23 05:47:10,CANCELLED,EAST
189,29,2026-04-06 05:28:02,DELIVERED,SOUTH
190,193,2025-07-29 10:47:38,RETURNED,CENTRAL
191,503,18-08-2025,DELIVERED,NORTH
192,1,2026-05-16 07:16:07,CANCELLED,EAST
193,332,2026-01-08 01:14:55,DELIVERED,SOUTH
194,539,2025-08-28 10:28:47,DELIVERED,WEST
195,345,2026-06-14 11:20:43,SHIPPED,WEST
196,499,2025-12-31 19:36:08,RETURNED,CENTRAL
197,229,2025-07-10 13:45:18,DELIVERED,EAST
198,2,2026-07-24 04:03:27,DELIVERED,CENTRAL
199,,2025-09-28 07:32:59,RETURNED,SOUTH
200,107,2026-04-08 14:47:34,DELIVERED,SOUTH
201,328,2025-08-31 11:19:55,PLACED,EAST
202,272,2026-03-24 08:29:20,DELIVERED,NORTH
203,50,2025-09-11 04:12:04,RETURNED,WEST
204,388,2026-07-14 03:52:31,CANCELLED,CENTRAL
205,231,26-10-2025,CANCELLED,EAST
206,,2026-03-26 04:03:36,SHIPPED,WEST
207,77,2025-10-17 07:47:39,PLACED,CENTRAL
208,495,2025-12-04 08:31:25,DELIVERED,CENTRAL
209,161,2026-07-02 17:20:39,RETURNED,WEST
210,554,2025-09-13 18:20:41,SHIPPED,NORTH
211,563,2025-12-14 01:02:00,DELIVERED,WEST
212,492,08-11-2025,SHIPPED,EAST
213,485,2026-04-12 21:45:56,DELIVERED,WEST
214,272,2025-10-10 21:36:29,SHIPPED,WEST
215,457,2026-03-26 12:34:34,SHIPPED,EAST
216,155,2026-04-14 14:09:57,PLACED,EAST
217,424,2025-07-10 17:38:59,DELIVERED,WEST
218,429,2026-01-14 20:43:52,RETURNED,CENTRAL
219,488,2025-08-31 18:47:55,CANCELLED,NORTH
220,530,2025-10-07 18:07:34,DELIVERED,NORTH
221,460,2026-04-05 05:04:58,RETURNED,SOUTH
222,434,2025-07-13 23:28:57,SHIPPED,SOUTH
223,265,2026-04-11 09:16:46,CANCELLED,NORTH
224,407,2026-05-29 10:33:15,DELIVERED,NORTH
225,536,2026-08-05 01:57:26,PLACED,CENTRAL
226,103,2025-12-24 07:32:17,PLACED,EAST
227,353,2025-08-31 13:49:09,DELIVERED,CENTRAL
228,39,2025-08-07 07:34:26,DELIVERED,WEST
229,,2025-12-08 19:04:18,SHIPPED,WEST
230,382,2026-04-25 07:02:39,SHIPPED,EAST
231,101,2025-08-19 19:28:48,SHIPPED,WEST
232,329,2025-11-11 05:22:16,DELIVERED,SOUTH
233,417,2026-06-23 16:50:29,CANCELLED,NORTH
234,163,2025-09-02 12:50:21,DELIVERED,CENTRAL
235,30,2026-05-12 04:17:02,SHIPPED,NORTH
236,468,2026-05-04 03:35:25,SHIPPED,EAST
237,518,2025-08-31 23:02:09,DELIVERED,SOUTH
238,457,2026-08-06 23:22:28,DELIVERED,EAST
239,265,2025-09-04 19:09:50,SHIPPED,WEST
240,,2026-02-05 02:24:53,SHIPPED,SOUTH
241,212,2025-07-13 15:46:25,PLACED,NORTH
242,136,2026-03-24 08:42:27,PLACED,EAST
243,313,2025-12-31 08:20:27,SHIPPED,WEST
244,471,2026-04-21 23:58:15,DELIVERED,CENTRAL
245,105,2026-03-15 16:28:20,RETURNED,EAST
246,290,2025-09-08 04:02:15,PLACED,EAST
247,284,2025-12-20 02:53:41,CANCELLED,EAST
248,530,2026-04-07 19:34:00,CANCELLED,CENTRAL
249,328,2026-06-15 09:16:42,DELIVERED,EAST
250,429,2025-08-13 14:05:57,DELIVERED,CENTRAL
251,352,2025-08-19 00:51:29,DELIVERED,WEST
252,368,2026-05-03 20:49:53,CANCELLED,CENTRAL
253,100,2026-02-28 11:00:33,DELIVERED,CENTRAL
254,188,2025-12-09 04:12:06,DELIVERED,SOUTH
255,315,2026-07-26 05:34:18,DELIVERED,CENTRAL
256,121,2025-11-11 16:18:23,DELIVERED,CENTRAL
257,200,2025-09-03 14:28:25,DELIVERED,EAST
258,155,2025-10-27 20:03:02,DELIVERED,CENTRAL
259,469,2025-08-12 14:56:51,SHIPPED,NORTH
260,182,14-02-2026,DELIVERED,SOUTH
261,173,2026-03-04 14:02:18,DELIVERED,NORTH
262,445,2026-03-07 14:01:48,RETURNED,WEST
263,,2026-05-14 08:34:18,RETURNED,EAST
264,544,2026-04-09 08:40:32,DELIVERED,SOUTH
265,353,2026-06-10 14:43:03,DELIVERED,EAST
266,47,2026-03-27 16:17:29,DELIVERED,CENTRAL
267,445,2025-11-06 14:18:20,SHIPPED,WEST
268,193,2026-01-31 01:19:02,CANCELLED,NORTH
269,135,27-01-2026,DELIVERED,NORTH
270,39,2026-05-02 01:09:13,DELIVERED,CENTRAL
271,,2025-11-04 04:20:28,DELIVERED,NORTH
272,,2025-07-31 21:15:27,PLACED,EAST
273,157,2026-06-30 09:27:49,PLACED,WEST
274,533,2026-07-22 20:09:54,PLACED,NORTH
275,121,2026-01-22 00:20:19,DELIVERED,CENTRAL
276,270,2025-08-23 21:23:39,DELIVERED,WEST
277,41,2026-01-23 20:53:51,DELIVERED,WEST
278,3,2026-03-02 04:21:03,PLACED,CENTRAL
279,153,2026-02-04 05:19:40,PLACED,NORTH
280,237,2026-07-31 22:42:02,SHIPPED,NORTH
281,179,2026-08-04 13:52:52,DELIVERED,EAST
282,119,2026-07-14 15:15:12,PLACED,SOUTH
283,175,2025-08-31 11:59:40,RETURNED,EAST
284,96,2026-06-15 17:21:35,PLACED,WEST
285,279,2026-02-20 01:51:38,DELIVERED,WEST
286,171,2025-12-01 19:29:02,PLACED,SOUTH
287,495,2026-04-06 09:10:12,SHIPPED,WEST
288,30,2026-05-07 22:24:07,DELIVERED,SOUTH
289,500,2026-07-22 18:05:28,PLACED,EAST
290,13,2026-05-10 22:55:27,DELIVERED,CENTRAL
291,230,2025-07-16 21:44:22,SHIPPED,CENTRAL
292,98,2025-08-06 00:17:38,DELIVERED,WEST
293,572,2025-10-21 23:45:02,PLACED,SOUTH
294,481,2025-07-26 01:20:17,PLACED,WEST
295,339,03-08-2025,SHIPPED,WEST
296,241,2026-05-18 10:31:21,DELIVERED,NORTH
297,458,2026-01-26 15:36:04,DELIVERED,NORTH
298,423,2026-03-15 21:07:45,CANCELLED,CENTRAL
299,312,2026-01-24 10:48:55,DELIVERED,WEST
300,373,2025-12-21 14:13:17,CANCELLED,EAST
301,485,2026-04-13 20:15:09,DELIVERED,NORTH
302,228,2026-08-21 18:22:47,RETURNED,EAST
303,383,07-02-2026,SHIPPED,SOUTH
304,420,2026-03-10 22:16:01,SHIPPED,WEST
305,196,2025-10-28 00:47:49,DELIVERED,CENTRAL
306,462,2025-11-09 20:40:42,DELIVERED,WEST
307,,2026-01-28 12:09:11,DELIVERED,CENTRAL
308,521,2025-09-28 15:53:42,DELIVERED,SOUTH
309,132,2026-05-25 20:40:12,DELIVERED,EAST
310,394,2026-02-07 10:14:25,DELIVERED,SOUTH
311,352,2025-12-11 19:47:16,PLACED,WEST
312,525,2026-03-18 03:27:06,CANCELLED,CENTRAL
313,206,2026-06-05 07:51:49,DELIVERED,SOUTH
314,183,2026-04-05 15:15:59,SHIPPED,NORTH
315,576,2025-08-05 10:50:26,DELIVERED,WEST
316,547,2026-04-12 14:30:01,CANCELLED,CENTRAL
317,391,2026-04-24 23:24:13,SHIPPED,SOUTH
318,257,10-06-2026,DELIVERED,SOUTH
319,34,2025-08-02 04:55:38,DELIVERED,CENTRAL
320,575,2025-08-13 09:35:19,DELIVERED,EAST
321,49,2025-12-29 03:02:27,RETURNED,EAST
322,56,2026-01-05 14:18:36,DELIVERED,WEST
323,377,2026-03-08 01:47:32,DELIVERED,SOUTH
324,182,09-11-2025,RETURNED,CENTRAL
325,42,2026-04-29 14:46:56,PLACED,CENTRAL
326,6,2026-04-29 04:57:22,SHIPPED,SOUTH
327,53,2025-08-26 12:58:41,CANCELLED,EAST
328,587,16-04-2026,DELIVERED,CENTRAL
329,189,2026-04-13 17:18:02,SHIPPED,CENTRAL
330,95,2025-09-13 02:16:54,DELIVERED,EAST
331,224,2026-07-22 04:27:16,DELIVERED,CENTRAL
332,10,2026-02-02 03:12:16,SHIPPED,CENTRAL
333,250,2026-05-15 22:42:05,SHIPPED,NORTH
334,554,21-04-2026,DELIVERED,EAST
335,521,14-09-2025,CANCELLED,SOUTH
336,85,2025-08-29 12:02:35,RETURNED,CENTRAL
337,68,2026-05-15 05:01:07,SHIPPED,WEST
338,211,2025-10-24 14:11:39,RETURNED,WEST
339,74,2026-06-25 20:20:15,DELIVERED,EAST
340,,2026-05-11 09:00:55,SHIPPED,NORTH
341,234,2025-07-21 21:57:39,DELIVERED,WEST
342,18,2026-05-25 11:37:57,PLACED,CENTRAL
343,600,2025-10-25 20:43:06,DELIVERED,CENTRAL
344,309,2025-08-04 13:33:04,RETURNED,WEST
345,32,2026-04-18 00:01:41,PLACED,WEST
346,559,2026-02-23 08:21:49,SHIPPED,EAST
347,12,2025-08-09 18:48:52,PLACED,NORTH
348,404,2026-01-06 07:38:24,SHIPPED,EAST
349,525,2025-11-29 17:17:24,DELIVERED,EAST
350,186,2026-01-23 21:09:29,PLACED,CENTRAL
351,563,2026-02-19 11:40:43,SHIPPED,SOUTH
352,499,2025-12-02 17:04:44,DELIVERED,SOUTH
353,72,2025-10-19 04:39:23,DELIVERED,CENTRAL
354,599,2025-08-20 00:00:51,CANCELLED,WEST
355,321,2026-02-22 06:21:51,DELIVERED,WEST
356,369,2026-04-22 03:15:29,CANCELLED,WEST
357,313,2025-10-08 15:08:06,DELIVERED,NORTH
358,144,2026-01-27 12:37:01,DELIVERED,NORTH
359,20,2025-07-27 17:18:18,CANCELLED,CENTRAL
360,218,2026-06-16 13:25:42,DELIVERED,CENTRAL
361,153,2025-10-15 00:23:14,DELIVERED,EAST
362,514,2026-01-12 20:52:34,DELIVERED,SOUTH
363,170,2025-12-08 18:12:47,SHIPPED,CENTRAL
364,150,2025-09-07 15:47:57,DELIVERED,SOUTH
365,238,2026-07-13 13:01:02,PLACED,SOUTH
366,370,2026-06-14 09:45:57,CANCELLED,NORTH
367,332,2026-02-13 22:36:05,DELIVERED,EAST
368,270,2026-07-06 17:39:13,DELIVERED,WEST
369,80,2026-04-29 05:01:43,RETURNED,CENTRAL
370,354,2025-12-23 03:35:26,DELIVERED,CENTRAL
371,451,14-11-2025,DELIVERED,SOUTH
372,162,2025-12-21 22:02:51,PLACED,SOUTH
373,339,2026-04-21 03:37:16,DELIVERED,SOUTH
374,421,25-10-2025,DELIVERED,SOUTH
375,525,2025-08-10 02:34:08,PLACED,EAST
376,530,2025-12-04 17:40:37,DELIVERED,NORTH
377,291,2026-01-24 20:13:49,DELIVERED,WEST
378,175,2026-07-01 23:41:52,PLACED,CENTRAL
379,187,2025-09-19 05:30:14,SHIPPED,EAST
380,71,2026-05-24 09:20:38,PLACED,SOUTH
381,517,2026-08-02 09:58:40,DELIVERED,SOUTH
382,40,2026-07-22 14:32:43,DELIVERED,NORTH
383,134,2025-08-06 13:31:23,PLACED,WEST
384,380,2026-01-10 05:34:01,DELIVERED,WEST
385,391,2025-10-29 22:43:31,RETURNED,CENTRAL
386,138,2026-06-09 09:48:42,RETURNED,NORTH
387,557,2025-11-16 17:45:57,DELIVERED,NORTH
388,121,2026-02-14 00:45:08,SHIPPED,EAST
389,110,2025-07-13 10:58:31,SHIPPED,CENTRAL
390,375,2025-09-27 15:55:03,DELIVERED,SOUTH
391,571,2026-02-18 06:27:07,DELIVERED,EAST
392,592,2025-11-07 11:45:18,DELIVERED,NORTH
393,458,2026-03-13 13:34:35,PLACED,CENTRAL
394,347,2026-01-09 18:29:11,DELIVERED,NORTH
395,6,2026-03-01 07:06:07,DELIVERED,CENTRAL
396,66,2026-01-21 09:50:44,DELIVERED,WEST
397,411,2026-05-11 20:14:35,DELIVERED,CENTRAL
398,180,2025-09-25 14:06:06,SHIPPED,CENTRAL
399,35,2026-07-01 09:28:59,DELIVERED,CENTRAL
400,37,2026-05-07 01:06:24,RETURNED,NORTH
401,410,2025-10-15 05:50:55,DELIVERED,CENTRAL
402,,2025-07-12 19:52:20,DELIVERED,CENTRAL
403,357,2025-12-19 11:00:31,SHIPPED,SOUTH
404,414,2025-10-10 10:43:50,DELIVERED,NORTH
405,516,2025-11-24 07:15:39,CANCELLED,EAST
406,589,2026-06-07 07:46:12,DELIVERED,WEST
407,348,2026-06-22 04:52:00,DELIVERED,CENTRAL
408,494,21-07-2026,DELIVERED,SOUTH
409,236,2025-07-10 21:12:57,DELIVERED,CENTRAL
410,,2026-03-27 05:50:12,PLACED,EAST
411,183,2026-06-11 01:17:22,CANCELLED,EAST
412,195,2026-04-23 21:22:00,DELIVERED,EAST
413,208,2025-08-20 09:55:26,DELIVERED,NORTH
414,81,2026-02-04 19:49:48,DELIVERED,CENTRAL
415,494,2025-10-12 11:47:52,CANCELLED,CENTRAL
416,503,2026-01-20 21:12:19,DELIVERED,WEST
417,591,2025-08-02 23:48:22,DELIVERED,CENTRAL
418,,2026-08-08 13:31:12,DELIVERED,WEST
419,531,2026-04-17 17:39:42,PLACED,SOUTH
420,104,2025-08-16 02:15:33,SHIPPED,CENTRAL
421,276,2026-07-09 15:11:30,DELIVERED,WEST
422,430,2026-06-30 03:31:51,CANCELLED,EAST
423,586,2026-01-31 20:23:42,SHIPPED,NORTH
424,242,2026-04-13 11:06:20,SHIPPED,SOUTH
425,10,2025-12-04 14:40:33,RETURNED,CENTRAL
426,324,2026-07-30 16:52:41,DELIVERED,CENTRAL
427,,2025-08-12 21:09:07,SHIPPED,EAST
428,99,2025-08-17 02:27:53,DELIVERED,CENTRAL
429,264,2025-09-01 02:31:30,DELIVERED,CENTRAL
430,590,2026-05-30 13:38:25,RETURNED,EAST
431,523,2025-08-08 21:33:31,CANCELLED,WEST
432,475,2026-02-19 20:32:56,SHIPPED,EAST
433,586,2025-12-29 07:46:46,PLACED,EAST
434,325,2026-07-26 14:46:26,DELIVERED,WEST
435,456,2025-10-11 22:32:59,DELIVERED,CENTRAL
436,424,2025-10-21 12:24:54,PLACED,SOUTH
437,82,2025-11-11 21:06:06,PLACED,WEST
438,27,2026-05-22 23:55:27,RETURNED,NORTH
439,160,2026-04-13 09:57:16,DELIVERED,SOUTH
440,291,2026-04-27 02:36:11,DELIVERED,SOUTH
441,,2025-11-13 02:02:17,SHIPPED,WEST
442,554,2025-10-25 20:29:01,PLACED,CENTRAL
443,468,2025-08-08 20:12:04,DELIVERED,CENTRAL
444,547,2025-09-28 11:17:36,DELIVERED,NORTH
445,375,2026-05-14 17:45:10,PLACED,CENTRAL
446,140,2026-02-26 12:49:37,PLACED,WEST
447,489,2025-09-09 18:20:50,DELIVERED,CENTRAL
448,8,2025-09-13 07:25:45,CANCELLED,WEST
449,168,2026-01-10 14:41:14,CANCELLED,SOUTH
450,433,2025-12-18 01:33:59,DELIVERED,CENTRAL
451,279,2026-02-07 05:49:15,CANCELLED,WEST
452,71,2026-07-26 18:43:35,DELIVERED,CENTRAL
453,504,30-09-2025,PLACED,CENTRAL
454,,2025-11-09 05:30:02,PLACED,WEST
455,239,23-10-2025,SHIPPED,WEST
456,511,2025-08-26 17:26:38,DELIVERED,EAST
457,150,2025-09-10 15:16:24,PLACED,WEST
458,257,2026-04-07 14:42:49,PLACED,SOUTH
459,454,2026-06-02 02:36:31,SHIPPED,NORTH
460,214,2026-04-11 21:26:11,SHIPPED,EAST
461,44,2025-07-26 06:06:41,PLACED,WEST
462,204,05-06-2026,DELIVERED,NORTH
463,445,2025-11-16 22:26:32,SHIPPED,NORTH
464,249,15-08-2025,DELIVERED,WEST
465,159,2025-10-16 11:11:39,SHIPPED,NORTH
466,347,2025-11-27 23:42:30,DELIVERED,NORTH
467,158,2026-01-29 08:36:21,PLACED,SOUTH
468,572,2026-04-04 02:30:51,CANCELLED,WEST
469,22,2025-10-21 04:35:35,PLACED,NORTH
470,449,2026-08-06 01:53:28,DELIVERED,CENTRAL
471,357,2025-07-22 14:20:28,CANCELLED,CENTRAL
472,568,2025-12-17 05:26:33,DELIVERED,EAST
473,465,2026-08-30 18:22:47,DELIVERED,NORTH
474,373,2026-05-02 03:22:55,DELIVERED,CENTRAL
475,195,2025-10-17 02:42:03,DELIVERED,CENTRAL
476,420,2026-01-09 00:36:38,DELIVERED,NORTH
477,,2026-05-24 05:09:21,PLACED,NORTH
478,102,2025-09-03 14:07:15,DELIVERED,WEST
479,263,2025-07-15 00:49:24,DELIVERED,NORTH
480,214,2026-06-03 16:26:12,CANCELLED,WEST
481,63,2026-08-02 20:55:28,CANCELLED,EAST
482,60,2025-08-30 23:57:47,PLACED,NORTH
483,80,2026-06-01 00:51:25,PLACED,SOUTH
484,195,2025-12-04 12:16:55,DELIVERED,SOUTH
485,572,2026-03-16 13:31:08,DELIVERED,EAST
486,438,2026-03-22 06:04:15,SHIPPED,WEST
487,162,2026-02-25 14:11:53,RETURNED,EAST
488,333,2025-10-20 15:49:00,DELIVERED,EAST
489,577,2026-05-27 17:09:17,DELIVERED,EAST
490,464,2025-07-18 22:14:46,DELIVERED,EAST
491,531,2025-08-04 19:14:47,PLACED,SOUTH
492,323,2026-07-02 04:57:58,DELIVERED,EAST
