item_id,order_id,product_id,quantity,unit_price,discount_percent
90,2992,33,2,13966.19,10
91,1108,115,1,28725.51,30
92,1124,111,2,8450.22,0
93,2978,126,2,16476.23,5
94,9,16,-1,12470.91,10
95,1652,117,2,217.77,30
96,2328,24,1,182.37,0
97,2572,39,2,46694.25,30
98,2365,118,5,39768.08,15
99,337,141,4,12284.95,0
100,2445,132,3,5981.1,0
101,1001,115,1,4303.89,0
102,2275,95,3,28687.89,10
103,75,49,3,3467.26,5
104,980,72,4,18784.34,10
105,2884,70,4,2730.74,0
106,1094,5,2,4625.53,30
107,565,57,5,14484.85,0
108,1602,37,1,3547.89,10
109,557,120,2,48548.4,20
110,911,89,-4,8015.54,0
111,2294,36,5,5853.96,20
112,2574,46,3,33294.65,20
113,130,16,4,13261.88,20
114,350,33,5,4378.96,0
115,720,52,2,31375.98,0
116,513,8,3,625.84,20
117,1332,58,3,48533.72,10
118,592,113,4,15027.3,0
119,361,86,-2,37188.91,5
120,1267,126,2,48057.07,0
121,1679,137,2,5122.76,0
122,2737,47,0,19629.63,20
123,1587,90,4,13839.29,0
124,2546,114,4,42820.15,10
125,1202,122,4,28930.15,5
126,150,106,1,28302.98,10
127,515,61,3,15414.6,10
128,1550,141,2,16847.11,20
129,2477,92,2,8644.77,20
130,1133,73,1,35527.36,25
131,2240,141,1,175.95,20
132,924,87,5,43206.8,0
133,2164,133,3,1208.8,20
134,75,89,1,9128.15,0
135,1520,80,2,40117.25,0
136,121,31,4,47555.54,20
137,982,128,2,43621.14,20
138,240,52,2,5296.48,25
139,2426,13,1,46921.0,5
140,1945,30,2,37389.55,25
141,2273,107,1,31535.53,20
142,638,91,5,36101.84,10
143,2655,73,4,18264.7,0
144,316,53,4,8324.14,0
145,682,143,5,26153.18,0
146,1917,15,2,5333.89,0
147,2098,29,5,6532.44,5
148,2409,99,3,26796.92,25
149,929,11,4,5346.82,0
150,1175,141,1,18348.5,15
151,2051,9,1,43412.92,5
152,553,55,4,41220.81,20
153,1575,98,5,19950.62,25
154,1813,92,1,12333.1,15
155,582,23,3,20358.29,10
156,1591,19,1,9921.37,0
157,2658,134,3,42434.3,0
158,910,148,2,25194.29,5
159,1235,28,4,40711.67,15
160,192,38,1,23839.75,15
161,2926,141,4,39719.69,5
162,2517,85,2,206.86,0
163,1132,128,4,24554.67,20
164,501,82,4,37235.78,0
165,313,115,4,11748.8,15
166,2039,130,1,18850.21,0
167,2452,119,2,7717.74,10
168,1515,72,4,1882.09,0
169,112,118,2,6169.03,20
170,2672,124,5,24083.66,0
171,1994,82,3,38827.02,25
172,299,78,5,33602.36,20
173,2305,45,3,34278.3,20
174,1847,48,5,2332.38,20
175,558,3,4,10383.38,25
176,2894,53,3,46046.3,25
177,567,92,5,21590.31,30
178,2488,14,4,39876.69,30
179,2144,101,5,34711.39,15
180,1064,2,3,47182.33,0
181,2367,108,1,42695.03,20
182,37,81,2,20604.12,0
183,2049,119,4,7981.32,0
184,114,62,5,23869.0,20
185,534,117,2,8813.29,0
186,436,20,4,24530.28,0
187,437,109,2,30858.57,30
188,1184,69,5,1667.48,0
189,1741,149,1,8999.6,0
190,1693,146,-5,44529.65,0
191,1101,127,1,43424.16,25
192,80,56,1,44360.34,0
193,2807,3,1,9278.25,25
194,1146,97,5,40426.58,0
195,1817,111,2,11153.51,0
196,1332,67,1,36439.95,30
197,2863,57,5,7942.28,25
198,357,41,5,17435.68,0
199,2307,110,1,21018.08,20
200,704,117,2,48862.66,25
201,2567,96,0,42965.17,20
202,12,108,4,42332.05,0
203,2235,3,1,8629.28,0
204,319,96,3,1677.09,10
205,142,150,2,47858.06,5
206,27,43,2,40488.9,15
207,244,30,5,16915.35,15
208,2798,9,2,40667.31,30
209,853,50,2,42497.6,20
210,2426,110,-2,17373.64,30
211,945,32,2,37645.3,0
212,2375,15,4,19671.45,0
213,483,37,2,3808.94,25
214,1523,72,2,9153.5,10
215,2320,53,4,4934.56,0
216,1829,20,2,36141.23,0
217,1123,122,3,31496.29,20
218,422,37,1,22456.02,5
219,2340,41,5,6914.56,0
220,2889,28,1,16626.65,0
221,1110,54,2,15010.66,0
222,1809,125,5,23333.58,0
223,1030,34,2,11851.54,10
224,2767,83,5,36810.89,0
225,2224,124,4,19141.08,5
226,961,44,5,17746.79,15
227,235,43,3,14527.31,20
228,2129,86,5,26388.22,5
229,2218,44,3,23917.41,20
230,74,131,3,29245.83,0
231,888,82,3,8480.21,0
232,1436,3,1,39800.93,20
233,1229,115,2,38035.93,0
234,372,44,2,14409.3,0
235,56,107,4,2035.88,20
236,1075,88,1,9750.56,0
237,1168,11,1,2542.62,0
238,1007,95,2,8058.09,25
239,2425,57,4,21022.61,0
240,589,119,4,14085.28,0
241,1713,15,4,19576.57,5
242,2922,91,-1,23178.29,5
243,370,114,4,33681.17,5
244,812,106,-1,30880.05,10
245,1783,77,2,19485.02,10
246,1179,30,2,32941.69,20
247,1953,108,1,39512.45,10
248,185,72,4,42924.48,0
249,1808,6,1,30794.01,5
250,2857,47,1,10998.67,10
251,1095,20,4,21448.61,15
252,2053,100,5,49871.79,0
253,1202,138,3,38065.2,20
254,170,72,4,36710.41,10
255,50,1,5,16893.95,15
256,1098,45,1,16098.29,0
257,134,149,2,33614.48,0
258,2653,106,1,47811.44,30
259,870,118,1,27134.5,25
260,1440,107,3,6612.11,20
261,1656,142,1,34715.64,30
262,2120,147,1,23795.13,0
263,451,3,5,22748.38,30
264,1189,61,3,1711.65,0
265,1016,114,3,12320.07,0
266,2641,113,-2,35057.11,0
267,556,47,2,23794.98,10
268,2517,5,5,21573.85,5
269,1350,12,4,20764.77,10
270,693,132,5,24104.81,20
271,1290,83,1,28571.54,0
272,2845,117,1,21158.24,0
273,1645,114,1,41954.85,0
274,668,148,1,29031.82,0
275,2085,21,5,24552.38,30
276,2878,83,2,4567.33,0
277,1262,68,2,1558.84,30
278,2724,61,1,16375.41,0
279,1470,145,5,49694.5,0
280,1393,138,4,49811.9,30
281,1113,60,5,13932.91,5
282,2857,38,1,20743.55,30
283,23,99,4,11128.61,0
284,2643,136,5,46060.87,0
285,1035,149,2,4703.02,0
286,1839,12,1,48867.46,20
287,175,115,1,26994.09,30
288,269,117,2,30051.88,20
289,2668,76,3,47328.99,0
290,2115,130,5,9233.34,25
291,364,20,4,29637.2,0
292,1577,29,2,6664.96,30
293,547,5,2,31798.35,0
294,1726,50,3,40163.28,20
295,754,65,3,43758.5,0
296,45,76,2,18728.05,20
297,2399,24,2,12469.77,0
298,1091,146,4,35225.59,5
299,2659,115,1,12152.04,15
300,2826,79,1,38216.71,10
301,325,137,4,13955.15,0
302,1639,70,5,43720.2,25
303,1019,133,3,20585.14,5
304,946,110,1,30235.73,30
305,2398,19,2,40839.0,0
306,207,66,2,8330.99,20
307,528,3,4,22712.56,20
308,1413,97,5,47401.75,0
309,2471,141,2,36753.45,20
310,1901,127,4,39060.4,0
311,1012,66,5,43353.33,10
312,1012,25,3,9520.49,0
313,517,104,-1,14515.16,0
314,2697,120,4,37362.3,0
315,1250,59,1,28222.95,5
316,69,53,5,7657.67,30
317,136,139,4,19218.03,0
318,2733,35,3,48482.57,0
319,749,60,3,46627.78,20
320,420,67,5,45772.92,30
321,140,95,4,4304.49,15
322,12,115,5,26333.3,15
323,627,75,1,15402.31,10
324,670,82,2,24133.99,15
325,398,4,1,32136.06,0
326,1433,16,2,38101.67,0
327,601,86,5,36125.56,5
328,793,54,4,9233.23,10
329,1272,71,4,38997.55,25
330,1819,137,4,15794.9,0
331,22,121,4,30434.63,25
332,2819,143,3,48052.63,0
333,2430,89,1,48581.45,0
334,301,143,3,27253.22,0
335,391,83,4,30976.77,15
336,2730,30,4,23666.1,0
337,2408,63,1,15622.32,30
338,76,64,5,7523.09,0
339,99,54,5,38370.65,0
340,1523,140,5,31435.68,0
341,2188,139,1,30423.62,15
342,1566,73,4,10226.0,5
343,1711,34,2,49273.41,10
344,85,129,5,42029.56,25
345,2949,143,4,8450.97,0
346,2520,24,5,31478.61,10
347,324,24,2,40547.31,20
348,1374,138,3,17178.37,20
349,2696,31,1,14798.67,25
350,2754,41,-2,45253.94,0
351,1117,94,3,47931.07,0
352,2781,36,2,14499.31,0
353,2345,87,2,39643.97,20
354,542,105,2,28832.09,0
355,56,36,4,871.37,15
356,2276,115,1,20094.17,15
357,213,101,2,21726.94,0
358,530,136,1,41879.11,30
359,45,56,5,8287.19,5
360,587,94,-2,7946.08,5
361,1885,95,5,11601.7,0
362,765,101,1,21547.63,0
363,1899,90,4,12926.59,10
364,2419,36,1,48134.08,10
365,1350,58,5,31549.55,0
366,2439,100,3,14205.51,10
367,1631,104,2,34307.15,0
368,2526,127,1,652.98,20
369,1721,36,3,573.73,25
370,632,108,-4,39998.86,0
371,1496,7,1,268.18,25
372,2974,24,4,21191.17,15
373,2344,16,3,3798.91,5
374,1260,114,5,48433.03,15
375,2786,82,4,23038.74,0
376,2150,148,5,46839.63,20
377,1760,85,4,9780.67,15
378,2028,68,5,395.43,25
379,761,63,4,4480.67,10
380,25,26,5,18026.04,25
381,777,37,5,34146.49,5
382,1659,75,3,46081.89,15
383,672,102,4,32654.4,10
384,1940,61,5,36060.46,15
385,192,35,2,4741.34,0
386,2527,49,2,13981.07,0
387,1217,127,1,44478.43,0
388,1980,85,3,13473.01,15
389,1594,15,4,30487.12,0
390,906,32,-1,39440.69,5
391,634,48,4,7569.86,0
392,1915,120,2,44340.81,30
393,139,102,4,1462.44,25
394,2288,93,1,16786.15,15
395,2063,78,2,41213.37,25
396,1219,14,2,33786.11,20
397,1503,130,2,18593.95,0
398,1761,41,1,20271.66,30
399,1462,104,3,14172.09,25
400,2438,125,5,10918.59,25
401,2219,72,5,45699.05,30
402,2414,81,-3,35124.9,5
403,1708,112,3,11160.47,10
404,416,34,1,35209.24,30
405,306,27,3,17004.74,10
406,2867,19,2,34965.64,0
407,791,136,3,41344.21,0
408,2930,119,5,25693.92,30
409,528,53,4,24179.79,15
410,1189,18,4,3897.9,5
411,1047,148,3,48978.12,30
412,1111,101,1,21447.65,25
413,2324,100,2,48554.71,25
414,1618,31,1,44008.84,20
415,1642,34,1,45048.37,25
416,1665,72,3,47353.75,15
417,1469,127,3,12775.55,20
418,29,14,4,39355.48,20
419,544,75,1,17677.37,15
420,718,66,3,29456.98,25
421,21,37,2,26743.81,20
422,956,82,4,22659.13,5
423,187,77,3,32167.24,0
424,2842,86,1,11205.77,10
425,871,69,-5,31916.6,25
426,2359,125,2,7685.19,10
427,1486,100,5,15922.77,0
428,1450,97,4,49184.3,15
429,2618,58,5,16872.28,30
430,2695,111,1,13549.73,0
431,369,91,5,16639.57,10
432,72,120,2,11406.52,25
433,1930,74,5,18296.72,0
434,274,132,4,34352.45,0
435,2052,134,2,32087.32,20
436,1133,28,5,38334.33,0
437,1759,8,3,31154.39,10
438,1721,124,3,42472.86,25
439,11,99,4,32877.3,0
440,2170,24,4,38958.02,20
441,1393,145,3,41806.98,20
442,965,35,4,23714.17,25
443,2373,7,2,33981.52,0
444,1755,81,3,31402.98,25
445,2262,72,4,35178.18,0
446,1824,108,4,26265.32,30
447,2808,11,4,3362.13,0
448,2468,15,5,49378.93,20
449,2253,54,5,20580.69,30
450,638,5,4,29704.21,0
451,2588,8,3,40373.64,0
452,2323,139,5,39217.69,0
453,549,7,-4,35777.67,0
454,193,117,5,7379.39,30
455,2267,60,2,33154.54,20
456,2489,117,1,21065.12,15
457,2516,106,5,49827.36,5
458,2829,115,1,36999.77,0
459,2696,56,1,2183.27,15
460,135,92,2,30912.47,5
461,2912,72,3,25479.59,5
462,313,80,1,2617.74,0
463,930,83,1,22226.28,15
464,1612,137,5,31961.56,25
465,2203,14,2,40224.61,10
466,2099,75,3,40519.75,0
467,950,109,4,3366.36,5
468,2512,82,4,33112.16,0
469,2041,94,4,45505.1,0
470,957,27,5,37164.81,0
471,364,85,5,15249.77,0
472,929,59,2,49633.63,15
473,1422,66,5,19483.61,25
474,1229,75,4,19469.37,0
475,2590,147,3,46082.83,25
476,2498,30,0,705.74,0
477,316,132,1,32294.25,10
478,406,59,3,19360.87,0
479,1046,144,2,14425.69,0
480,2945,33,5,49846.19,5
481,118,39,4,48463.76,0
482,2646,150,4,27913.62,5
483,1854,118,1,20803.62,20
484,7,36,3,13930.35,0
485,525,35,2,2028.91,5
486,1735,142,2,30878.99,0
487,1853,19,3,40721.91,0
488,111,43,2,3180.22,10
489,1477,112,3,40687.13,0
490,1009,126,2,29248.6,15
491,2634,98,5,37908.78,0
492,1797,97,3,2296.81,5
493,2243,83,1,16759.4,0
494,854,70,3,27488.86,25
495,2185,138,2,37763.66,5
496,1480,71,4,18720.88,25
497,811,39,3,39094.3,25
498,1912,82,2,453.46,0
499,1170,63,4,4783.19,5
500,2165,96,5,34850.68,25
501,352,80,2,46919.02,10
502,1972,137,4,40019.38,25
503,318,141,4,20299.19,30
504,1234,33,3,20356.98,30
505,10,37,4,12257.34,0
506,1079,46,-2,9275.07,0
507,2058,111,3,16790.1,0
508,566,44,3,39423.65,0
509,1968,10,1,36939.84,0
510,1646,109,2,7075.44,0
511,1139,10,1,48866.89,0
512,722,13,3,4825.51,0
513,467,54,3,28815.01,5
514,714,94,2,5881.35,5
515,2449,66,3,14201.25,0
516,761,129,4,30490.12,20
517,710,68,5,13417.75,0
518,2390,92,2,33517.55,5
519,2347,141,3,11641.06,20
520,378,86,2,20244.0,15
521,272,69,4,7927.42,5
522,2093,16,5,5306.06,25
523,1514,57,2,18574.96,10
524,1110,101,4,16936.29,30
525,2824,105,2,28850.51,15
526,632,75,2,49494.82,25
527,618,77,1,32065.63,20
528,2562,141,2,32984.46,20
529,2049,110,2,39250.37,20
530,603,76,5,30814.76,30
531,317,107,1,47319.71,0
532,2111,51,4,24880.28,5
533,1555,16,4,38674.67,0
534,2514,109,4,1003.99,0
535,1127,147,2,48953.33,20
536,2426,77,4,13934.66,0
537,2593,43,4,37545.1,5
538,784,28,4,43035.7,10
539,1620,147,3,49674.12,0
540,1695,99,3,20529.4,0
541,2256,58,2,1691.43,20
542,1434,147,1,12382.58,10
543,139,21,2,13631.25,25
544,1718,124,2,39738.57,10
545,2308,140,3,3604.38,20
546,887,10,1,4602.49,20
547,1159,149,5,1294.52,10
548,662,10,2,20890.59,20
549,1656,140,1,31061.18,0
550,592,32,2,46730.02,10
551,639,16,2,3116.1,25
552,2750,25,4,5029.48,30
553,328,83,4,4366.2,25
554,554,26,5,40854.82,0
555,1901,2,2,40160.06,0
556,489,34,5,15889.83,25
557,308,55,4,24568.43,10
558,769,19,2,1923.59,25
559,456,98,1,8507.5,0
560,1164,13,1,16809.0,15
561,2445,111,2,12700.88,15
562,1324,45,4,150.73,15
563,2952,17,4,30698.41,30
564,1471,110,4,49099.64,5
565,126,95,1,36536.92,20
566,2718,103,2,14847.37,0
567,755,115,1,6706.79,15
568,107,67,4,33183.67,0
569,2679,71,1,40929.67,30
570,1725,47,3,22281.73,0
571,15,106,4,13633.57,0
572,2197,37,1,25100.03,0
573,2702,42,2,9090.02,30
574,54,138,3,26324.14,15
575,2421,77,-1,36328.18,30
576,2480,30,2,35241.33,5
577,122,81,2,22177.66,0
578,2635,136,5,39587.71,20
579,2620,93,4,37970.59,30
580,523,139,1,15040.09,10
581,2918,85,2,43585.77,0
582,2092,25,3,40003.38,10
583,2576,33,5,25521.47,30
584,915,6,4,49067.87,30
585,103,59,4,33398.34,0
586,2707,114,3,41109.86,20
587,57,82,3,45752.58,15
588,1254,6,5,44744.9,0
589,2469,111,5,17996.34,0
590,2226,110,1,19455.94,20
591,957,116,3,4195.57,15
592,1698,24,2,14977.1,30
593,1466,57,1,36158.15,0
594,1630,76,3,24969.91,0
595,38,137,3,7084.89,10
596,1235,132,1,22745.74,0
597,2950,85,3,30037.61,15
598,1292,118,3,1488.27,0
599,2307,97,1,22636.31,5
600,873,57,2,30009.2,15
601,911,22,3,7008.01,20
602,1145,6,2,45245.81,0
603,407,125,3,41469.55,0
604,1669,119,5,6005.21,5
605,1664,98,5,41718.93,20
606,517,91,1,11569.88,0
607,1238,137,-3,20928.44,0
608,981,63,2,30229.56,0
609,9,15,1,17112.5,0
610,755,88,4,35015.69,0
611,1510,91,5,28989.39,0
612,1171,89,2,48120.54,25
613,2190,20,3,36709.15,5
614,485,76,3,45626.28,0
615,2044,110,4,17262.81,25
616,1713,18,-2,27711.03,15
617,226,105,1,7836.19,5
618,467,101,4,22117.86,20
619,1958,110,2,9961.2,25
620,1458,150,2,40945.84,30
621,2651,132,3,4235.21,10
622,2484,80,-2,37335.56,25
623,1007,146,5,43691.39,0
624,1064,112,3,42580.26,20
625,520,123,5,32972.59,5
626,2036,106,3,17074.32,5
627,572,11,1,43546.37,20
628,671,110,4,43296.64,5
629,1511,17,2,15830.34,15
630,1020,126,3,37580.98,25
631,1066,136,4,8029.15,10
632,2367,74,3,20369.46,0
633,1693,149,2,19184.72,15
634,586,14,4,43797.01,25
635,948,82,1,10814.77,10
636,299,34,5,39139.9,15
637,763,38,2,27527.69,0
638,1413,127,5,18710.34,30
639,2685,14,-4,30567.66,0
640,1855,143,2,32273.13,0
641,2325,70,3,24437.47,25
642,808,105,2,39201.98,30
643,18,29,1,41280.79,0
644,201,133,3,19415.53,10
645,2225,53,2,42463.31,20
646,2087,43,5,37016.3,0
647,1562,3,3,45871.86,20
648,2456,35,1,20994.36,0
649,770,38,3,4724.41,5
650,2676,1,1,19605.65,25
651,2174,16,5,26219.94,30
652,2983,10,3,14128.18,10
653,1428,104,4,34370.82,15
654,2599,27,3,15549.2,15
655,205,51,1,46112.61,30
656,1563,73,4,22567.61,10
657,2492,10,2,32870.04,20
658,2160,144,2,4715.77,15
659,1595,109,5,28459.07,25
660,1579,113,3,10138.13,5
661,269,122,1,16675.33,30
662,777,66,3,17421.49,15
663,615,140,3,49370.07,30
664,653,100,4,45275.81,25
665,178,18,3,21294.85,30
666,853,2,-2,17081.57,0
667,1893,46,4,28030.77,5
668,286,95,1,25917.06,10
669,978,2,5,45767.55,30
670,1933,33,1,11226.83,0
671,1947,121,4,5841.88,30
672,1307,33,4,9961.06,0
673,340,38,1,42884.6,0
674,2766,75,4,2638.86,25
675,2834,115,4,46399.59,20
676,2777,149,5,18269.99,20
677,1634,104,4,30489.53,20
678,961,50,3,30768.91,15
679,1154,36,4,39027.55,5
680,747,33,1,12231.67,0
681,1483,73,4,38125.04,15
682,2624,30,1,37273.82,0
683,1626,39,-4,6770.79,15
684,2940,54,3,29913.77,30
685,833,57,3,10390.45,25
686,2459,48,1,28528.21,10
687,2912,130,4,14217.38,5
688,94,54,1,34649.03,20
689,600,133,2,13230.29,0
690,2041,33,-3,34475.84,0
691,1603,13,1,39506.04,15
692,99,144,3,24800.59,0
693,2670,52,1,9947.47,5
694,1724,56,4,44843.25,0
695,239,15,1,29779.67,5
696,1817,134,1,15520.64,30
697,711,135,2,3270.22,30
698,2459,47,5,11544.25,10
699,2595,114,4,20903.33,0
700,2633,7,5,49253.01,20
701,1429,147,3,49070.57,25
702,1424,57,1,4459.43,15
703,869,63,1,46496.94,25
704,1189,36,1,37362.45,0
705,2484,60,4,17831.11,0
706,426,104,4,4959.77,25
707,514,136,5,46345.51,20
708,2724,92,1,43960.94,0
709,1645,45,5,21777.32,30
710,2109,3,5,32196.89,0
711,1331,44,2,33815.12,30
712,3,119,3,15933.66,30
713,1325,88,5,21720.01,25
714,103,141,2,37115.5,0
715,297,75,1,47363.87,20
716,2259,150,2,6996.8,15
717,1438,24,5,5751.83,10
718,162,15,0,30193.28,10
719,2884,47,5,44455.23,15
720,204,60,1,949.99,0
721,615,88,1,41788.88,0
722,701,147,1,17264.25,0
723,775,105,5,28061.63,20
724,172,4,4,6848.27,10
725,1577,109,2,22589.05,5
726,2602,74,1,44212.27,0
727,1135,79,4,18405.56,20
728,2032,66,1,24672.69,5
729,1245,65,3,3325.89,20
730,2249,138,4,9971.4,10
731,1216,144,2,32762.96,20
732,1706,127,2,15020.69,15
733,121,118,4,46219.37,10
734,2665,105,5,32458.95,10
735,2986,111,5,1632.1,0
736,1252,82,1,29814.24,30
737,1899,43,1,8652.16,5
738,2855,120,4,45353.92,15
739,1415,2,2,21114.42,15
740,1439,29,3,34875.24,0
741,1407,6,2,10525.4,5
742,571,119,5,33633.17,5
743,2014,85,2,45287.1,0
744,2691,91,-5,8385.15,15
745,1888,68,2,19046.19,0
746,1409,29,1,26450.06,30
747,1434,90,3,31614.44,20
748,2473,21,5,23857.99,10
749,1465,81,2,46194.12,20
750,764,140,1,22140.98,20
751,576,23,3,21187.76,0
752,1055,26,2,12914.05,0
753,2683,114,4,46648.82,20
754,344,111,-2,46151.21,15
755,1786,127,1,16530.01,30
756,513,108,4,47384.76,5
757,939,136,5,25128.99,0
758,2664,39,1,12152.46,10
759,2784,38,5,5398.0,10
760,1482,95,4,30501.21,0
761,1200,7,3,4299.79,5
762,1019,112,5,4273.59,0
763,643,150,4,5404.79,0
764,2799,150,1,30267.58,20
765,1392,17,4,5621.56,20
766,2517,22,1,41013.84,0
767,2432,141,2,39352.97,25
768,1887,112,4,6888.6,30
769,1997,1,4,29763.1,0
770,805,15,3,40452.78,0
771,2647,97,5,30665.24,5
772,1269,89,1,20018.26,20
773,2657,13,-3,39444.52,10
774,2826,118,3,35563.62,0
775,1737,139,5,12217.17,30
776,1829,45,1,5051.43,5
777,247,26,5,4972.08,30
778,693,93,2,37024.59,0
779,2753,100,5,20583.18,20
780,974,138,5,32443.22,25
781,1559,4,4,15347.51,25
782,755,12,-1,12886.11,0
783,1942,3,4,28053.4,0
784,2750,137,5,22965.95,30
785,452,150,1,15231.41,10
786,1722,121,2,19504.79,0
787,1858,110,4,36731.36,0
788,2768,129,5,21311.57,15
789,551,103,4,10977.0,0
790,2026,54,4,42611.02,25
791,191,43,2,35883.53,10
792,282,78,3,8836.64,20
793,895,1,3,40286.52,20
794,2803,77,2,9319.16,30
795,2462,102,5,46157.94,10
796,1026,100,3,19405.58,30
797,90,56,4,11604.76,0
798,901,125,5,36460.38,0
799,2362,47,2,47404.6,0
800,687,124,1,14043.97,0
801,205,97,2,22610.55,0
802,1151,123,1,26846.85,25
803,1641,14,4,30660.46,30
804,2362,123,3,30033.36,15
805,553,28,4,42690.68,15
806,1458,133,1,5145.17,0
807,2018,55,3,49658.01,5
808,689,119,3,8941.52,20
809,2445,79,5,28049.66,0
810,866,135,5,2724.92,30
811,683,13,1,697.75,0
812,2023,90,2,5790.22,5
813,2831,50,4,12141.74,25
814,2159,85,3,2318.18,0
815,2755,42,5,25818.63,15
816,1400,108,2,27430.53,0
817,1141,56,5,16141.72,15
818,1116,18,5,27904.69,0
819,1041,127,4,5359.37,0
820,1663,10,1,28593.84,10
821,401,54,5,15731.87,5
822,2471,63,1,29910.9,30
823,1384,12,5,18150.01,30
824,2579,72,1,30287.32,0
825,1888,124,2,46290.18,20
826,264,18,2,9645.87,20
827,1959,35,1,14722.03,0
828,739,79,2,36762.02,10
829,2527,135,2,33701.78,5
830,962,112,3,44583.43,0
831,1270,75,3,27659.71,10
832,2737,8,2,41847.36,15
833,2462,79,4,46902.1,0
834,2109,110,1,13734.52,10
835,2028,90,2,3294.43,5
836,1311,80,2,4712.27,0
837,734,99,1,3576.43,5
838,1309,69,2,8812.65,0
839,1566,98,4,21200.16,0
840,2335,89,2,28455.62,0
841,2561,139,2,31074.52,5
842,1252,33,3,14738.1,20
843,728,132,2,40307.37,30
844,943,61,3,46956.59,30
845,2508,66,1,18130.47,10
846,1021,144,2,6720.86,15
847,1843,69,2,28902.01,15
848,2292,134,5,43962.94,25
849,34,64,5,43687.54,20
850,859,83,5,20272.64,0
851,511,141,5,29616.3,15
852,2255,131,4,14275.86,20
853,2115,112,4,28990.57,25
854,2871,28,4,1161.34,20
855,349,67,5,1364.53,5
856,1068,115,1,17956.9,20
857,1,87,1,47186.96,0
858,2713,75,3,9076.06,10
859,1508,112,5,48821.43,10
860,69,86,4,39559.84,5
861,1274,12,2,13251.46,0
862,1781,19,4,8432.54,15
863,510,77,1,49017.87,5
864,2891,126,4,43733.49,10
865,293,106,2,12262.47,20
866,213,99,2,996.32,0
867,326,37,4,16706.5,150
868,2633,129,3,35420.25,25
869,1541,122,1,20776.95,0
870,1731,56,3,31461.96,10
871,2449,97,2,33729.55,0
872,1519,113,4,37152.09,0
873,901,32,4,23076.16,20
874,1694,35,4,26932.23,0
875,2271,126,4,38680.49,15
876,2803,74,2,35657.46,0
877,780,115,4,43467.18,5
878,1908,108,5,43612.36,0
879,1967,108,4,22285.35,5
880,312,82,4,10437.65,0
881,2636,12,5,39825.62,15
882,2974,130,2,13206.41,5
883,1367,109,3,45693.72,0
884,1761,9,1,23347.43,0
885,1006,79,5,41232.37,0
886,2824,129,5,15752.19,0
887,417,82,5,39388.39,10
888,314,80,3,4695.82,20
889,2740,1,3,20609.86,20
890,604,5,3,17187.52,15
891,2630,18,3,34598.19,0
